title,year,journal,dominant_topic,dominant_topic_prob,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,abstract
Enabling Precision Medicine in Cancer Care Through a Molecular Data Warehouse: The Moffitt Experience,2021,JCO Clinical Cancer Informatics,1,0.9024,0.902446992770896,0.024245075317357877,0.024269744746601162,0.02426428911811699,0.024773898047028193,"PURPOSE The use of genomics within cancer research and clinical oncology practice has become commonplace. Efforts such as The Cancer Genome Atlas have characterized the cancer genome and suggested a wealth of targets for implementing precision medicine strategies for patients with cancer. The data produced from research studies and clinical care have many potential secondary uses beyond their originally intended purpose. Effective storage, query, retrieval, and visualization of these data are essential to create an infrastructure to enable new discoveries in cancer research. METHODS Moffitt Cancer Center implemented a molecular data warehouse to complement the extensive enterprise clinical data warehouse (Health and Research Informatics). Seven different sequencing experiment types were included in the warehouse, with data from institutional research studies and clinical sequencing. RESULTS The implementation of the molecular warehouse involved the close collaboration of many teams with different expertise and a use case-focused approach. Cornerstones of project success included project planning, open communication, institutional buy-in, piloting the implementation, implementing custom solutions to address specific problems, data quality improvement, and data governance, unique aspects of which are featured here. We describe our experience in selecting, configuring, and loading molecular data into the molecular data warehouse. Specifically, we developed solutions for heterogeneous genomic sequencing cohorts (many different platforms) and integration with our existing clinical data warehouse. CONCLUSION The implementation was ultimately successful despite challenges encountered, many of which can be generalized to other research cancer centers. © 2021 by American Society of Clinical Oncology."
PyOPV: An Open-Source Python Package for Ophthalmic Visual Field Data Management,2026,Journal of Glaucoma,1,0.6152,0.6151541944294489,0.30080951580238424,0.027781401614599074,0.027781048380699096,0.028473839772868687,"Précis: – PyOPV is a software designed and validated for handling standard visual field DICOM files, enabling multiple functionalities for glaucoma researchers. Purpose: – To introduce PyOPV, a novel vendor-agnostic Python-based software package we designed for the management and analysis of OPhthalmic Visual field (OPV) DICOM data. PyOPV addresses limitations in interoperability and data accessibility encountered by vision researchers by providing tools that check DICOM compliance, parse, and convert OPV DICOM files into formats easily usable for research and integration with research data systems (eg, Pandas Dataframes, JSON). Methods: – PyOPV was developed using Python 3.8.2. It uses Supplement 146 of the DICOM standard to check compliance, which defines the “ophthalmic-visual-field-static-perimetry-measurements” Composite Information Object Definition. Sample OPV DICOM files from 3 vendors that provide perimetry devices were used to design the package and analyzed for DICOM. The functionalities were then validated at 2 different institutions. Results: – PyOPV successfully extracted and converted OPV DICOM data into Pandas DataFrames and JSON formats, facilitating data access, analysis, and visualization. The validation on longitudinal files from different protocols demonstrated excellent agreement between PyOPV outputs and ground truth data extracted using in-place workflows of each institution. Further, it highlighted significant interoperability challenges by demonstrating missing attributes across vendors, with a considerable proportion (range: 17%–51%) of the required tags missing from the files. Conclusions: – PyOPV provides an efficient solution for handling ophthalmic visual field data, bridging a critical gap in data interoperability and research scalability. It can incorporate OPV files from different vendors and distinct protocols in bulk, thereby enhancing the ability to analyze and integrate visual field data into large-scale health data warehouses, supporting ophthalmic informatics and advancing clinical research. PyOPV is limited by the vendors’ failure to provide all data elements. © 2026 Wolters Kluwer Health, Inc. All rights reserved."
Genetic disorders and their association with morbidity and mortality in early preterm small for gestational age infants,2025,American Journal of Obstetrics and Gynecology,1,0.8612,0.861192996971878,0.03391235157459838,0.0339710848584379,0.03397294129752828,0.03695062529755731,"Background: Early preterm (<34 weeks of gestation) small for gestational age infants (<10th percentile birth weight for sex and gestational age) experience high rates of morbidity and mortality, the causes of which are poorly understood. Mounting evidence suggests that genetic disorders contribute. Scarce data exist regarding the prevalence of genetic disorders and their contribution to morbidity and mortality. Objective: This study aimed to determine the proportion of genetic disorders in early preterm small for gestational age infants (with and without congenital anomalies) compared to early preterm appropriate for gestational age infants and the association of genetic disorders with morbidity or mortality. Study Design: This is a retrospective cohort study of infants delivered at 23 and 0/7 to 33 and 6/7 weeks of gestation from 2000 to 2020 from the Pediatrix Clinical Data Warehouse. Data included diagnosed genetic disorders and congenital anomalies, baseline characteristics, and morbidity or mortality. We excluded cases of death in the delivery room before neonatal intensive care unit admission, multiple gestations, and cases transferred after birth or before death or discharge. Results: We identified 223,431 early preterm infants, including 21,180 small for gestational age. Genetic disorders were present in 441 (2.3%) of small for gestational age infants without congenital anomalies, in 194 (10.8%) of small for gestational age infants with congenital anomalies, and in 304 (4.5%) of small for gestational age infants that experienced morbidity or mortality (with or without congenital anomalies). Trisomies 13, 18, and 21 were the most prevalent genetic disorders in these groups, together accounting for 145 small for gestational age infants without congenital anomalies, 117 small for gestational age infants with congenital anomalies, and 166 small for gestational age infants with morbidity or mortality (with or without congenital anomalies). Less prevalent genetic disorders consisted of other aneuploidy (45, X and 47, XXY), copy number variants (13q14 deletion syndrome, cri du chat syndrome, DiGeorge syndrome), and single gene disorders (cystic fibrosis, Fanconi anemia, glucose-6-phosphate dehydrogenase deficiency, hemophilia, hypophosphatasia, sickle cell disease, and thalassemia). Comparatively, genetic disorders were found in 1792 (1.0%) appropriate for gestational age infants without congenital anomalies, in 572 (5.8%) appropriate for gestational age infants with congenital anomalies, and 809 (2.0%) appropriate for gestational age infants that experienced morbidity or mortality (with or without congenital anomalies). Genetic disorders were associated with an adjusted odds ratio (95% confidence interval) of 2.10 (1.89–2.33) of isolated small for gestational age and 12.84 (11.47–14.35) of small for gestational age accompanied by congenital anomalies. Genetic disorders were associated with an adjusted odds ratio of 2.24 (1.83–2.74) of morbidity or mortality. Conclusion: These findings suggest that genetic disorders are more prevalent in early preterm small for gestational age infants, particularly those with congenital anomalies. These findings also suggest that genetic disorders are associated with increased morbidity and mortality. These associations were primarily driven by trisomies 13, 18, and 21. Genetic diagnoses in this cohort were made through routine clinical care, principally via karyotype, chromosomal microarray, and single gene testing. These findings support evolving clinical guidelines for genetic testing of small for gestational age infants. Our study is limited due to the lack of prospective, genome-wide testing. © 2024 Elsevier Inc."
Generator breast datamart—the novel breast cancer data discovery system for research and monitoring: Preliminary results and future perspectives,2021,Journal of Personalized Medicine,1,0.8069,0.8069029204827669,0.02671962823288674,0.023121729284919283,0.02311634030147762,0.1201393816979495,"Background: Artificial Intelligence (AI) is increasingly used for process management in daily life. In the medical field AI is becoming part of computerized systems to manage information and encourage the generation of evidence. Here we present the development of the application of AI to IT systems present in the hospital, for the creation of a DataMart for the management of clinical and research processes in the field of breast cancer. Materials and methods: A multidisciplinary team of radiation oncologists, epidemiologists, medical oncologists, breast surgeons, data scientists, and data management experts worked together to identify relevant data and sources located inside the hospital system. Combinations of open-source data science packages and industry solutions were used to design the target framework. To validate the DataMart directly on real-life cases, the working team defined tumoral pathology and clinical purposes of proof of concepts (PoCs). Results: Data were classified into “Not organized, not ‘ontologized’ data”, “Organized, not ‘ontologized’ data”, and “Organized and ‘ontologized’ data”. Archives of real-world data (RWD) identified were platform based on ontology, hospital data warehouse, PDF documents, and electronic reports. Data extraction was performed by direct connection with structured data or text-mining technology. Two PoCs were performed, by which waiting time interval for radiotherapy and performance index of breast unit were tested and resulted available. Conclusions: GENERATOR Breast DataMart was created for supporting breast cancer pathways of care. An AI-based process automatically extracts data from different sources and uses them for generating trend studies and clinical evidence. Further studies and more proof of concepts are needed to exploit all the potentials of this system. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
Iterative Development of a Clinical Decision Support Tool to Enhance Naloxone Coprescribing,2025,Applied Clinical Informatics,1,0.9114,0.9114161977298639,0.02277541784752307,0.02174708230517387,0.021747506297718468,0.02231379581972057,"Background Opioid overdoses have contributed significantly to mortality in the United States. Despite long-standing recommendations from the Centers for Disease Control and Prevention to coprescribe naloxone for patients receiving opioids who are at high risk of overdose, compliance with these guidelines has remained low. Objectives The objective of this study was to develop and evaluate a hospital-wide electronic health record (EHR)-based clinical decision support (CDS) tool designed to promote naloxone coprescription for high-risk opioids. Methods We employed an iterative approach to develop a point-of-order, interruptive EHR alert as the primary intervention and assessed naloxone prescription rates, EHR efficiency metrics, and barriers to adoption. Data were obtained from our EHR's clinical data warehouse and analyzed using statistical process control with odds ratios calculated to quantify statistically significant differences in prescribing rates during the intervention periods. Results The initial implementation phase of the intervention, spanning from April 2019 to May 2022, yielded a nearly 3-fold increase in the proportion of high-risk patients receiving naloxone, rising from 13.4% (95% confidence interval [CI], 12.9-13.8%) to 36.4% (95% CI, 35.2-37.5%; p = 10 -38). Enhancements to the CDS design and logic during the subsequent iteration's study period, June 2022 and December 2023, reduced the number of CDS triggers by more than 30-fold while simultaneously driving an additional increase in naloxone receipt to 42.7% (95% CI, 40.6-44.8%; p = 2 × 10 -5). The efficiency of the CDS demonstrated marked improvement, with prescribers accepting the naloxone coprescription recommendation provided by the CDS in 41.1% of the encounters in version 2, compared with 6.2% in version 1 (p = 6 × 10 -9). Conclusion This study offers a sustainable and scalable model to address low rates of naloxone coprescription and may also be used to target other opportunities for improving guideline-concordant prescribing practices. © 2025 Georg Thieme Verlag. All rights reserved."
The PACIFIC ontology for heterogeneous data management in cardiology,2024,Journal of Biomedical Informatics,1,0.8928,0.8928267656666392,0.027312122025034004,0.026527974410977033,0.026525892844687066,0.02680724505266271,"With the emergence of health data warehouses and major initiatives to collect and analyze multi-modal and multisource data, data organization becomes central. In the PACIFIC-PRESERVED (PhenomApping, ClassIFication, and Innovation for Cardiac Dysfunction – Heart Failure with PRESERVED LVEF Study, NCT04189029) study, a data driven research project aiming at redefining and profiling the Heart Failure with preserved Ejection Fraction (HFpEF), an ontology was developed by different data experts in cardiology to enable better data management in a complex study context (multisource, multiformat, multimodality, multipartners). The PACIFIC ontology provides a cardiac data management framework for the phenomapping of patients. It was built upon the BMS-LM (Biomedical Study -Lifecycle Management) core ontology and framework, proposed in a previous work to ensure data organization and provenance throughout the study lifecycle (specification, acquisition, analysis, publication). The BMS-LM design pattern was applied to the PACIFIC multisource variables. In addition, data was structured using a subset of MeSH headings for diseases, technical procedures, or biological processes, and using the Uberon ontology anatomical entities. A total of 1372 variables were organized and enriched with annotations and description from existing ontologies and taxonomies such as LOINC to enable later semantic interoperability. Both, data structuring using the BMS-LM framework, and its mapping with published standards, foster interoperability of multimodal cardiac phenomapping datasets. © 2023 Elsevier Inc."
Identifying Common Disease Trajectories of Progressive Supranuclear Palsy with Electronic Health Records,2025,Movement Disorders Clinical Practice,1,0.8787,0.8787187983683648,0.03407036671643621,0.02858405028624537,0.028584170191659198,0.030042614437294515,"Background: Progressive supranuclear palsy (PSP) is a rare neurodegenerative disorder characterized by parkinsonism and impairments in balance, language, and cognition. As an atypical parkinsonism, PSP progresses rapidly, lacks effective treatments, and poses significant caregiving burdens. While prior studies have identified risk factors, they often fail to capture the complex temporal dynamics of co-occurring conditions. Objectives: To identify common PSP disease trajectories using a computational framework combining machine learning and network analysis. Methods: We analyzed ICD-10 codes from the University of California Health Data Warehouse to identify significant temporal risk factors and determine diagnostic trajectories. Multi-step trajectories were clustered using dynamic time warping and clustering. Network analysis identified common trajectory clusters, which were compared for patient demographics, symptoms, and PSP progression. Causal relationships were inferred through association tests and compared to control groups. Results: From an initial cohort of 1205 PSP patients, 247 with multi-step trajectories were included. The final dataset yielded 258 unique multi-step trajectories. A total of 258 unique trajectories were identified, grouped into three clusters: binocular movement disorder (N = 29), Parkinson's disease (N = 72), and other neurodegenerative diseases (N = 168). Demographics, symptoms, and disease progression differed significantly across clusters. Causal analysis revealed that 36.8% of trajectory connections were significant. Patients with multi-step risk factor trajectories exhibited higher PSP risk compared to those with single or no risk factors. Conclusions: Distinct PSP trajectories were identified, offering insights into temporal and causal relationships. These findings can improve PSP risk assessment, early diagnosis, and personalized management, enhancing patient care and guiding future research. © 2025 The Author(s). Movement Disorders Clinical Practice published by Wiley Periodicals LLC on behalf of International Parkinson and Movement Disorder Society."
From Clinical Data Warehouses to Epidemiological Indicators: A Methodology for Real-Time Surveillance,2026,Studies in Health Technology and Informatics,1,0.8751,0.8750524280063163,0.04622592782867617,0.02607366875914276,0.026057045917442272,0.026590929488422392,"Clinical data warehouses (CDWs) provide a robust foundation for generating real-world epidemiological indicators from electronic health records. By exploiting routinely collected hospital data, these infrastructures enable near real-time monitoring of infectious diseases. Their value increases when complemented by external data streams, including web search queries or meteorological variables. Evidence from recent studies shows that combining these heterogeneous signals with statistical models, natural language processing (NLP), and machine learning (ML) enhances both the timeliness and accuracy of outbreak detection and forecasting. The project aims to combine novel methods and apply them to our local CDW by considering the changes in open data. © 2026 The Authors."
Making a Virtue of Necessity - A Highly Structured Clinical Data Warehouse as the Source of Assured Truth in a Hospital,2023,Studies in Health Technology and Informatics,1,0.9008,0.900805177562452,0.024587923045772356,0.024547986866955637,0.024546986874786583,0.02551192565003341,"Data-driven decision-making in health care is becoming increasingly important in daily clinical use. A data warehouse, storing all the clinically relevant information in a highly structured way, is a primary basis for achieving this goal. We are developing a clinical data warehouse where more than 20 years of clinical data can be persisted, and newly generated data from different sources can be integrated. A back room was created to store all hospital information system data in a PostgreSQL database. Due to the enormous number of diverse forms in the hospital information system, a broker service was developed that integrates the individual data sources into the data warehouse as soon as they are released for storage. The front room represents the interface from the infrastructure to the targeted analysis. Database query and visualization tools or business intelligence tools can display and analyze processed and interleaved data. In all areas of business and medicine, structured and quality-adjusted data is of major importance. With the help of a clinical data warehouse system, it is possible to perform patient-centered analyses and thus realize optimal therapy. Furthermore, it is possible to provide staff and management with dashboards for control purposes. © 2023 The authors, AIT Austrian Institute of Technology and IOS Press."
Development and usage of an anesthesia data warehouse: lessons learnt from a 10-year project,2023,Journal of Clinical Monitoring and Computing,1,0.8757,0.87568234278607,0.03546127181784863,0.028858489939609457,0.028836706184002452,0.031161189272469518,"This paper describes the development and implementation of an anesthesia data warehouse in the Lille University Hospital. We share the lessons learned from a ten-year project and provide guidance for the implementation of such a project. Our clinical data warehouse is mainly fed with data collected by the anesthesia information management system and hospital discharge reports. The data warehouse stores historical and accurate data with an accuracy level of the day for administrative data, and of the second for monitoring data. Datamarts complete the architecture and provide secondary computed data and indicators, in order to execute queries faster and easily. Between 2010 and 2021, 636 784 anesthesia records were integrated for 353 152 patients. We reported the main concerns and barriers during the development of this project and we provided 8 tips to handle them. We have implemented our data warehouse into the OMOP common data model as a complementary downstream data model. The next step of the project will be to disseminate the use of the OMOP data model for anesthesia and critical care, and drive the trend towards federated learning to enhance collaborations and multicenter studies. © 2022, The Author(s)."
Homogenization of brain MRI from a clinical data warehouse using contrast-enhanced to non-contrast-enhanced image translation with U-Net derived models,2022,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,1,0.577,0.576957335498101,0.3478493678987829,0.02495353474948879,0.024953927935218674,0.025285833918408693,"Clinical data warehouses provide access to massive amounts of medical images and thus offer unprecedented opportunities for research. However, they also pose important challenges, a major challenge being their heterogeneity. In particular, they contain patients with numerous different diseases. The exploration of some neurological diseases with magnetic resonance imaging (MRI) requires injecting a gadolinium-based contrast agent (for instance to detect tumors or other contrast-enhancing lesions) while other diseases do not require such injection. Image harmonization is a key factor to enable unbiased differential diagnosis in such context. Additionally, classical neuroimaging software tools that extract features used as inputs of classification algorithms are typically applied only to images without gadolinium. The objective of this work is to homogenize images from a clinical data warehouse and enable the extraction of consistent features from brain MR images, no matter the initial presence or absence of gadolinium. We propose a deep learning approach based on a 3D U-Net to translate contrast-enhanced into non-contrast-enhanced T1-weighted brain MRI. The approach was trained/validated using 230 image pairs and tested on 26 image pairs of good quality and 51 image pairs of low quality from the data warehouse of the hospitals of the Greater Paris area (Assistance Publique-Hôpitaux de Paris [AP-HP]). We tested two 3D U-Net architectures with the addition either of residual connections or of attention mechanisms. The U-Net with attention mechanisms reached the best image similarity metrics and was further validated on a segmentation task. We showed that features extracted from the synthetic images (gray matter, white matter and cerebrospinal fluid volumes) were closer to those obtained from the non-contrast-enhanced T1-weighted brain MRI (considered as reference) than the original, contrast-enhanced, images. © 2022 SPIE."
Automatic de-identification of French electronic health records: a cost-effective approach exploiting distant supervision and deep learning models,2024,BMC Medical Informatics and Decision Making,1,0.9017,0.901722264692556,0.028656269964357776,0.02302052906114296,0.023015194949018,0.023585741332925313,"Background: Electronic health records (EHRs) contain valuable information for clinical research; however, the sensitive nature of healthcare data presents security and confidentiality challenges. De-identification is therefore essential to protect personal data in EHRs and comply with government regulations. Named entity recognition (NER) methods have been proposed to remove personal identifiers, with deep learning-based models achieving better performance. However, manual annotation of training data is time-consuming and expensive. The aim of this study was to develop an automatic de-identification pipeline for all kinds of clinical documents based on a distant supervised method to significantly reduce the cost of manual annotations and to facilitate the transfer of the de-identification pipeline to other clinical centers. Methods: We proposed an automated annotation process for French clinical de-identification, exploiting data from the eHOP clinical data warehouse (CDW) of the CHU de Rennes and national knowledge bases, as well as other features. In addition, this paper proposes an assisted data annotation solution using the Prodigy annotation tool. This approach aims to reduce the cost required to create a reference corpus for the evaluation of state-of-the-art NER models. Finally, we evaluated and compared the effectiveness of different NER methods. Results: A French de-identification dataset was developed in this work, based on EHRs provided by the eHOP CDW at Rennes University Hospital, France. The dataset was rich in terms of personal information, and the distribution of entities was quite similar in the training and test datasets. We evaluated a Bi-LSTM + CRF sequence labeling architecture, combined with Flair + FastText word embeddings, on a test set of manually annotated clinical reports. The model outperformed the other tested models with a significant F1 score of 96,96%, demonstrating the effectiveness of our automatic approach for deidentifying sensitive information. Conclusions: This study provides an automatic de-identification pipeline for clinical notes, which can facilitate the reuse of EHRs for secondary purposes such as clinical research. Our study highlights the importance of using advanced NLP techniques for effective de-identification, as well as the need for innovative solutions such as distant supervision to overcome the challenge of limited annotated data in the medical domain. © The Author(s) 2024."
INTERPOLAR_MI - A Study Platform Concept for IT-Supported Drug Therapy Safety Research,2025,Studies in Health Technology and Informatics,1,0.9057,0.9057284740749832,0.023602581978033343,0.023329167998566307,0.023327100321991482,0.024012675626425655,"Pharmacist interventions significantly reduce medication errors and improve drug-therapy safety, with IT-supported workflows, including Clinical Decision Support Systems (CDSS), enhancing real-time decision-making. To address challenges in Germany’s federated hospital system, the INTERPOLAR study platform integrates real-world data into routine care workflows. Developed under the Medical Informatics Initiative (MII), the platform leverages a CDS Toolchain with FHIR-based data items, predefined triggers, real-time feedback, and a robust data security framework. The platform supports diverse study designs, aligning technical capabilities with clinical workflows through process mapping and requirements engineering. A centralized health data warehouse enables large-scale analysis while ensuring GDPR compliance. Initial results demonstrate harmonized documentation, improved detection of drug-related problems (DRPs), and efficiency gains via automation. Current studies include medication adherence, ADEs, and pharmacist intervention impacts. By embedding IT-supported workflows into routine care, INTERPOLAR provides a scalable, federated solution for drug-therapy safety research, contributing to global pharmacovigilance and advancing evidence-based medicine. © 2025 The Authors."
"Design, Usability, and Acceptability of a Needs-Based, Automated Dashboard to Provide Individualized Patient-Care Data to Pediatric Residents",2022,Applied Clinical Informatics,1,0.8576,0.8575733650660408,0.03682679719466029,0.0349790958547569,0.03497330792266861,0.035647433961873455,"Background and Objectives Pediatric residency programs are required by the Accreditation Council for Graduate Medical Education to provide residents with patient-care and quality metrics to facilitate self-identification of knowledge gaps to prioritize improvement efforts. Trainees are interested in receiving this data, but this is a largely unmet need. Our objectives were to (1) design and implement an automated dashboard providing individualized data to residents, and (2) examine the usability and acceptability of the dashboard among pediatric residents. Methods We developed a dashboard containing individualized patient-care data for pediatric residents with emphasis on needs identified by residents and residency leadership. To build the dashboard, we created a connection from a clinical data warehouse to data visualization software. We allocated patients to residents based on note authorship and created individualized reports with masked identities that preserved anonymity. After development, we conducted usability and acceptability testing with 11 resident users utilizing a mixed-methods approach. We conducted interviews and anonymous surveys which evaluated technical features of the application, ease of use, as well as users' attitudes toward using the dashboard. Categories and subcategories from usability interviews were identified using a content analysis approach. Results Our dashboard provides individualized metrics including diagnosis exposure counts, procedure counts, efficiency metrics, and quality metrics. In content analysis of the usability testing interviews, the most frequently mentioned use of the dashboard was to aid a resident's self-directed learning. Residents had few concerns about the dashboard overall. Surveyed residents found the dashboard easy to use and expressed intention to use the dashboard in the future. Conclusion Automated dashboards may be a solution to the current challenge of providing trainees with individualized patient-care data. Our usability testing revealed that residents found our dashboard to be useful and that they intended to use this tool to facilitate development of self-directed learning plans. © 2022. Thieme. All rights reserved."
Hypergraph Based Data Model for Complex Health Data Exploration and Its Implementation in PREDIMED Clinical Data Warehouse,2022,Studies in Health Technology and Informatics,1,0.9013,0.9012507428282039,0.024494235797841084,0.024464427994243202,0.024463440612130818,0.02532715276758094,"Within the PREDIMED Clinical Data Warehouse (CDW) of Grenoble Alpes University Hospital (CHUGA), we have developed a hypergraph based operational data model, aiming at empowering physicians to explore, visualize and qualitatively analyze interactively the complex and massive information of the patients treated in CHUGA. This model constitutes a central target structure, expressed in a dual form, both graphical and formal, which gathers the concepts and their semantic relations into a hypergraph whose implementation can easily be manipulated by medical experts. The implementation is based on a property graph database linked to an interactive graphical interface allowing to navigate through the data and to interact in real time with a search engine, visualization and analysis tools. This model and its agile implementation allow for easy structural changes inherent to the evolution of techniques and practices in the health field. This flexibility provides adaptability to the evolution of interoperability standards. © 2022 International Medical Informatics Association (IMIA) and IOS Press."
Reconstructing Longitudinal Medication Trajectories from Integrated National Claims and Clinical Data Warehouse Data: An Application in Oncology,2026,Studies in Health Technology and Informatics,1,0.6724,0.6724268482167016,0.029635047188807384,0.029661160989689128,0.029657957876155633,0.23861898572864623,"Medication data are fragmented across national and hospital databases, limiting consistent longitudinal assessment of drug exposure. Using data from the multicentre HUGOSHARE infrastructure linking university hospitals in Western France to the French national claims (SNDS), we quantified longitudinal medication exposure in oncology patients (2015-2019). Drug identifiers were harmonised via Thériaque (CIP/UCD to ATC level 5) to enable cross-source comparability. Among 57,960 patients, the prevalence of polypharmacy (≥5 drugs/day) was 34% preadmission, 43% during hospitalisation, and 16% post-discharge; hyper-polypharmacy (≥10 drugs/day) was 8%, 35%, and 4%, respectively. This study demonstrates the feasibility of scalable, interoperable medication analytics across care transitions and opens perspectives for monitoring drug-related risks and cumulative exposure in real-world data. © 2026 The Authors."
Prediction of Postoperative Lung Function in Lung Cancer Patients Using Machine Learning Models,2023,Tuberculosis and Respiratory Diseases,1,0.8719,0.8719384448695489,0.03210539584848407,0.03188165817380173,0.031878913941464075,0.032195587166701324,"Background: Surgical resection is the standard treatment for early-stage lung cancer. Since postoperative lung function is related to mortality, predicted postoperative lung function is used to determine the treatment modality. The aim of this study was to evaluate the predictive performance of linear regression and machine learning models. Methods: We extracted data from the Clinical Data Warehouse and developed three sets: set I, the linear regression model; set II, machine learning models omitting the missing data: and set III, machine learning models imputing the missing data. Six machine learning models, the least absolute shrinkage and selection operator (LASSO), Ridge regression, ElasticNet, Random Forest, eXtreme gradient boosting (XGBoost), and the light gradient boosting machine (LightGBM) were implemented. The forced expiratory volume in 1 second measured 6 months after surgery was defined as the outcome. Five-fold cross-validation was performed for hyperparameter tuning of the machine learning models. The dataset was split into training and test datasets at a 70:30 ratio. Implementation was done after dataset splitting in set III. Predictive performance was evaluated by R2 and mean squared error (MSE) in the three sets. Results: A total of 1,487 patients were included in sets I and III and 896 patients were included in set II. In set I, the R2 value was 0.27 and in set II, LightGBM was the best model with the highest R2 value of 0.5 and the lowest MSE of 154.95. In set III, LightGBM was the best model with the highest R2 value of 0.56 and the lowest MSE of 174.07. Conclusion: The LightGBM model showed the best performance in predicting postoperative lung function. Copyright © 2023 The Korean Academy of Tuberculosis and Respiratory Diseases."
A Model for Multi-Institutional Clinical Data Repository,2023,Studies in Health Technology and Informatics,1,0.8769,0.8769114488349553,0.030784549950048153,0.03076152599901159,0.030759336916786173,0.0307831382991987,"Creating a sustainable model for clinical data infrastructure requires the inclusion of key stakeholders, harmonization of their needs and constraints, integration with data governance considerations, conforming to FAIR principles while maintaining data safety and data quality, and maintaining financial health for contributing organizations and partners. This paper reflects on Columbia University's 30+ years of experiences in designing and developing clinical data infrastructure that synergizes both patient care and clinical research missions. We define the desiderata for a sustainable model and make recommendations of best practices to achieve a sustainable model. © 2023 European Federation for Medical Informatics (EFMI) and IOS Press."
Implementation of a Data Warehouse in Primary Care: First Analyses with Elderly Patients,2022,Studies in Health Technology and Informatics,1,0.8654,0.8653839177223098,0.0334016017662345,0.033421590599348946,0.03341183231089539,0.03438105760121131,"The implementation of clinical data warehouses has advanced in recent years. The standardization of clinical data in these warehouses has made it possible to carry out multicenter studies and to formalize the clinical vocabulary. However, there is limited insight into a patient's overall care pathway in the clinical domain. Regarding primary care data, the implementation of this type of warehouse in a routine way is hindered in particular by the analysis of textual data provided by general practitioners during patient consultations. In our study we collected primary care data for standardization in a data warehouse. The purpose of this analysis was to assess the feasibility of analyzing primary care data, and particularly to study the consultations and prescriptions of the elderly patient contained in our primary care data warehouse.  © 2022 European Federation for Medical Informatics (EFMI) and IOS Press."
Paediatric Personalized Research Network Switzerland (SwissPedHealth): a joint paediatric national data stream,2024,BMJ Open,1,0.9174,0.9173538627678398,0.020886012118310565,0.020413228747204835,0.020411123660556856,0.02093577270608801,"Introduction Children represent a large and vulnerable patient group. However, the evidence base for most paediatric diagnostic and therapeutic procedures remains limited or is often inferred from adults. There is an urgency to improve paediatric healthcare provision based on real-world evidence generation. Digital transformation is a unique opportunity to shape a data-driven, agile, learning healthcare system and deliver more efficient and personalised care to children and their families. The goal of Paediatric Personalized Research Network Switzerland (SwissPedHealth) is to build a sustainable and scalable infrastructure to make routine clinical data from paediatric hospitals in Switzerland interoperable, standardised, quality-controlled, and ready for observational research, quality assurance, trials and health-policy creation. This study describes the design, aims and current achievements of SwissPedHealth. Methods and analysis SwissPedHealth was started in September 2022 as one of four national data streams co-funded by the Swiss Personalized Health Network (SPHN) and the Personalized Health and Related Technologies (PHRT). SwissPedHealth develops modular governance and regulatory strategies and harnesses SPHN automatisation procedures in collaboration with clinical data warehouses, the Data Coordination Center, Biomedical Information Technology Network, and other SPHN institutions and funded projects. The SwissPedHealth consortium is led by a multisite, multidisciplinary Steering Committee, incorporating patient and family representatives. The data stream contains work packages focusing on (1) governance and implementation of standardised data collection, (2) nested projects to test the feasibility of the data stream, (3) a lighthouse project that enriches the data stream by integrating multi-omics data, aiming to improve diagnoses of rare diseases and 4) engagement with families through patient and public involvement activities and bioethics interviews. Ethics and dissemination The health database regulation of SwissPedHealth was approved by the ethics committee (AO_2022-00018). Research findings will be disseminated through national and international conferences and publications in peer-reviewed journals, and in lay language via online media and podcasts. © Author(s) (or their employer(s)) 2024."
Utilization of Erythropoietin within the United States Neonatal Intensive Care Units from 2008 to 2017,2021,American Journal of Perinatology,5,0.8729,0.03225603947398393,0.03159486004284279,0.03161759633404446,0.03161820413675668,0.8729133000123721,"Objective: Little data are available regarding erythropoietin (Epo) utilization patterns within neonatal intensive care units (NICUs). We sought to describe the trends in Epo utilization across a large cohort of U.S. NICUs. Study Design: This is a retrospective cohort study of infants discharged from 2008 to 2017 using the Pediatrix Clinical Data Warehouse. Results: We identified 704,159 eligible infants from 358 sites, of whom 9,749 (1.4%) had Epo exposure. For extremely low gestational age newborns (ELGANs), Epo exposure ranged from 7.6 to 13.5%. We found significant site variability in Epo utilization in ELGANs. Among the 299 NICUs caring for ELGANs during the study period, 184 (61.5%) never used Epo for this population, whereas 21 (7%) utilized Epo in 50% or more of eligible infants. Epo was initiated at a median of 25 days in ELGANs. For infants with hypoxic-ischemic encephalopathy (HIE), Epo exposure remained ≤1% through 2014 then increased fourfold to 3.4% by 2017. The median day of Epo initiation was the day of birth for infants diagnosed with HIE. Conclusion: Epo is utilized in ELGANs more commonly than for other NICU populations. Utilization patterns appear to indicate the treatment of established anemia for ELGANs and more recently for neuroprotection in patients diagnosed with HIE.  © 2019. Thieme. All rights reserved."
